householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,numbUrban,medIncome,pctWPubAsst,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumImmig,HousVacant,NumInShelters,NumStreet,PopDens,burglPerPop
2.43,0.14,98.65,0.29,0.44,0,22378,10.13,15.21,7.6,7.87,403,727,27,0,95.9,229.96
3.07,1.34,97.1,1.04,1.22,2371,43861,5.66,5.5,5.02,5.01,535,211,0,0,479.7,518.75
2.6,0.98,95.69,2.24,1.04,28335,36855,5.38,6.08,4.08,4.93,933,509,0,0,2704.8,1011.97
2.64,0.24,98.98,0.64,0.33,3970,40718,3.29,2.62,4.72,4.54,228,649,0,0,253.3,744.32
3.01,5.87,78.59,5.44,20.02,101409,46193,4.64,5.47,4.49,4.87,11305,2732,0,33,2589.1,1093.82
2.9,0.7,97.58,0.81,1.93,19033,33791,3.67,7.08,7.5,4.96,324,171,0,0,2078.7,1499.55
2.45,9.01,90.36,0.31,0.43,0,19749,10.75,20.09,23.93,7.93,129,533,24,0,1302.4,1046.37
2.95,3.27,86.84,0.78,13.39,0,24788,14,20.65,11.69,8.37,572,363,41,2,3089.6,555.53
2.52,0.55,97.55,0.94,2.78,89286,34909,5.85,10.78,10.57,6.24,14699,1487,14,12,3536.9,716.54
2.45,0.47,99.01,0.34,0.5,0,20411,11.84,18.26,7.63,7.84,118,574,0,0,2553.6,650.94
2.68,0.17,98.32,0.84,1.07,13899,36644,4.61,5.38,8.6,5.67,870,162,0,0,3202.5,529.55
2.67,1.32,97.73,0.75,0.52,14986,36979,3.92,5.37,5.23,5.36,474,131,0,0,1063.3,676.07
2.71,53.49,45.97,0.16,0.7,0,17682,16.32,26.76,21.54,8.68,69,150,0,0,1359.8,1685.5
2.62,24.35,72.75,1.92,2.58,664899,28513,6.33,12.81,7.26,5.2,23310,27428,665,155,839.4,2227.35
2.63,1.01,97.15,1.52,0.87,16405,41491,1.77,2.61,4.65,2.61,576,256,0,0,1000.4,150.87
2.74,0.1,99.05,0.51,1.16,0,29042,4.9,7.77,9.35,4.44,166,176,0,0,1832.9,281.58
3.05,0.57,97.48,0.67,2.86,13683,55050,1.51,2.55,3.44,2.9,307,305,0,0,721.2,203.4
2.97,5.64,59.89,2.47,40.81,19935,17897,12.86,33.01,24.62,11.51,4438,856,60,13,860.9,1304.64
3.18,7.7,39.45,43.84,22.35,92315,41533,8.44,7.18,9.7,5.43,41771,1152,121,60,11859.1,381.97
2.68,3.43,89.45,2.57,9.61,41194,27101,12.41,14,13.49,9.19,3145,1302,19,24,1432.3,1855.06
3.24,1.39,64.47,3.34,61.28,0,21198,19.58,24.12,27.77,17.23,2909,140,0,0,3760.7,1097.04
2.89,0.78,96.87,2,1.35,17129,51692,3.07,2.84,3.89,4.45,1410,380,0,0,824.9,348
2.66,13.28,86.41,0.2,0.21,15280,29080,2.78,6.98,7.82,5.34,66,216,0,0,1705.4,746.03
2.88,3,83.04,7.18,18.37,30897,46587,4.92,4.42,4.66,3.94,3660,373,0,0,3827.7,1145.07
2.62,24.37,75.19,0.27,0.51,0,27871,6.7,12.61,8.03,4.5,158,630,25,1,579.1,1233.01
2.6,3.34,90.96,0.35,4.17,0,20277,12.26,18.33,13.15,8.24,102,885,6,0,893.1,1304.8
2.88,5.82,84.31,4.03,14.51,19025,40268,5.42,8.35,13,6.58,2495,210,0,0,4209.8,1669.35
2.8,12.88,75.89,0.52,16.91,0,27236,7.75,17.47,13.36,5.86,958,943,21,0,462.7,1310
2.54,3.88,94.36,0.28,2.26,10701,23534,8.83,10.77,12.14,5.25,64,232,87,0,4299,787.61
2.52,0.46,99.03,0.34,0.48,0,25322,7.33,12.36,8.72,5.64,275,360,0,0,1049,651.92
3.19,0.44,97.88,1.47,0.67,34716,59285,1.91,1.55,2.67,2.76,1881,381,0,0,1322.9,172.16
2.96,92.19,7.26,0.05,0.95,12818,8866,44.82,58,21.21,28.94,57,457,12,0,2813.4,5000.38
2.7,34.46,64.94,0.32,0.56,0,21920,11.9,20.37,17.12,7.44,71,559,0,0,214.7,498.77
2.56,6.81,90.05,0.59,3.49,33694,21522,17.03,22.12,8.95,10.79,922,868,3,0,4061.5,1054.83
2.53,1.18,89.76,3.17,13.78,63126,45739,4.03,6.84,4.12,4.81,8003,2240,5,936,1617.6,1241.83
2.59,0.38,90.3,2.09,15.24,61842,35479,7.33,7.73,7.97,4.78,6736,1008,57,1,3425.8,770.04
2.49,10.65,83.43,1.02,6.53,0,24517,6.75,14.76,20.61,5.78,1166,822,49,1,1167.7,923.78
2.67,15.67,81.81,1.16,1.94,35573,25859,15.04,17.55,8.2,8.36,836,726,12,0,2121.7,728.23
2.35,11.65,87.43,0.57,0.56,0,25670,5.49,13.02,10.65,5.14,264,843,0,0,1720.6,980.14
2.49,5.28,91.32,1.07,3.11,37391,29354,8.88,11.88,12.91,7.15,1654,1454,13,10,1273.7,1112.55
3.18,5.66,63.66,24.89,17.02,53672,60651,3.36,3.48,2.62,3.55,13805,763,0,0,3433.5,659.64
3.05,0.17,96.99,0.42,5.07,0,31193,5.9,9.22,4.42,4.73,222,833,15,1,1092.9,744.29
2.77,29.69,48.25,11.36,24.24,228537,29054,12.15,18.88,14.08,10.83,56326,8342,466,267,14826.6,1844.23
2.52,1,97.13,1.07,0.98,0,27325,6.18,9.54,7.79,4.46,394,656,10,0,1608.9,662.62
2.49,3.14,95.48,1.06,0.53,19208,25223,8.89,13.87,14.3,6.43,240,562,0,0,1375.9,486.42
2.41,13.43,85.03,0.92,2.5,22242,37080,4.04,9.98,4.26,3.4,930,831,9,3,3087.5,1648.03
2.76,13.4,74.46,0.91,17.42,0,23634,7.49,18.78,13.31,5.87,2809,1484,11,0,1272.4,1201.11
2.52,0.21,94.41,3.88,2.52,49676,27647,7.47,9.31,11.53,5.25,2463,885,16,0,3624.5,608.58
2.65,18.45,76.37,0.54,8.13,84298,26540,11.71,15.86,10.14,7.63,3180,1389,17,5,5270.5,1485.45
2.72,19.15,68.56,1.04,16.9,156983,25656,16.52,20.11,11.76,9.34,11562,3551,421,7,4719.9,2093.64
2.55,1.05,92.6,3.27,3.96,66462,25828,14.66,14.31,5.96,8.74,2543,1133,302,282,1252.4,1464.41
2.54,17.13,72.81,0.92,13.71,46109,23194,8.19,19.16,11.05,6.66,1299,2565,54,0,1035.9,1068.46
2.94,3.11,91.15,5.35,0.77,11877,56543,1.76,1.28,4.06,2.09,712,215,0,0,1445.4,241.84
2.51,0.3,98.16,0.57,0.5,0,22146,7.67,11.72,15.87,3.94,203,537,2,1,1351.2,388.68
3.19,2.52,96.09,1.05,1.14,13366,52212,2.37,2.22,4.85,2.34,597,307,18,0,901.4,182.98
2.78,0.5,98.15,1.04,0.7,11878,45405,3.29,4.5,2.55,4.97,485,215,0,0,703.5,384.74
2.5,92.8,6.39,0.27,0.68,20121,9805,34.6,42.36,13.44,31.23,272,1129,15,0,6524.3,2355.68
2.66,0.61,92.02,4.7,6.61,53223,42176,2.31,2.2,6.67,3.05,7209,519,0,0,3618.6,538.34
2.75,4.8,94.68,0.23,0.4,0,25258,6.35,12.68,15.65,5.21,67,273,0,0,2128.1,618.1
2.25,28.11,69.61,0.87,7.15,149377,27239,4.95,17.11,9.15,6.68,25963,14828,231,436,4597.3,3521.48
2.84,17.65,80.52,1.19,1.78,0,22092,5.73,21.03,11.53,7.84,222,302,0,0,1475.7,541.76
2.77,1.96,95.53,2.33,0.89,11818,53396,1.16,2.26,2.5,3.78,593,142,0,0,581.7,127.08
2.54,21.21,73.17,2.24,9.71,19536,35425,6.42,11.61,8.33,5.17,2223,723,52,0,4359.5,692.81
2.76,19.74,73.88,4.13,3.94,0,25197,5.5,13.18,5.79,9.78,1410,1090,0,0,1847.9,817.96
2.82,1.23,97.26,1.31,0.8,6323,50275,3.61,3.5,3.16,4,640,157,0,0,548.8,863.07
2.76,3.69,88.51,1.43,17.73,10331,31768,4.83,11.42,8.56,5.62,456,281,5,0,454.6,688.22
2.77,1.64,90.68,2.03,14.58,27195,34726,4.6,5.34,3.56,5.34,993,613,0,0,3762.5,741.85
2.53,1.96,88.49,7.57,2.99,28695,30512,6.49,9.29,4.02,4.55,3048,540,5,0,3976.6,1207.3
3.02,0.64,98.23,0.63,1.49,21564,41095,3.58,4.1,4.92,4.15,548,153,0,0,889.4,337.51
2.9,4.14,88.48,4.01,6.23,128679,53905,1.45,3.34,2.4,2.88,9648,3018,6,0,1875.4,822.54
2.33,1.51,92.76,4.35,2.36,40052,38437,2.5,5.67,2.31,3.45,2837,850,0,0,3612.2,735.72
2.46,2.84,93.48,1.89,3.39,37005,36289,3.76,5.58,5.34,5.76,1433,516,7,0,1475.7,340.89
2.52,29.58,66.8,1.78,23.76,10404,31741,6.18,14.79,7.23,5.49,2380,217,0,0,4371.4,3119.05
2.67,2.25,88.1,1.31,10.2,0,21301,9.86,19.34,8.91,9.18,1694,737,75,11,2482,1466.18
2.62,1.14,90.19,6.43,6.42,53170,46508,2.19,3.26,6.78,3.26,8630,668,13,0,4985.9,350.09
3.15,9.34,82.13,0.78,13.43,17406,28734,6.28,13.67,13.37,5.17,876,724,0,0,2086,1330.23
2.33,4.43,94.82,0.58,0.34,36408,22750,10.42,18.12,16.96,6.41,503,1113,37,2,1084.5,1036.39
2.83,17.23,79.02,2.38,3.43,24434,50228,2.44,2.43,6.93,4.59,2677,395,218,0,906.1,463.21
2.85,0.72,98.29,0.54,0.66,0,48986,3.8,3.63,1.41,6.62,522,1320,37,1,730.2,388.7
2.67,28.49,68.81,0.92,4.9,32387,25029,9.2,16.27,9.43,5.81,1198,1715,53,16,1806.1,2975.39
2.97,7.85,63.76,0.38,44.2,0,25773,6.59,21.54,23.45,6.18,1943,616,3,0,1725.6,1176.42
2.89,1.6,86.34,6.35,12.09,52303,48219,4.74,4.37,4.53,3.68,6060,622,0,1,2737.8,461.25
2.58,1.82,89.47,4,8.69,40079,19005,9.49,32.03,5.03,9.2,2710,787,72,55,1723.7,1370.24
3.15,0.37,98.68,0.59,2.18,0,50987,2.24,2.93,3.3,4.96,901,1840,1,0,299.6,483.6
2.6,49.59,49.62,0.39,0.54,49165,24055,11.28,18.09,13.64,5.66,379,1302,16,0,1893.2,2565.36
2.83,26.32,73.22,0.12,0.78,0,16853,13.89,32.89,21.67,12.87,66,476,0,0,1070.5,1631.66
2.47,18.93,79.72,0.26,2.27,0,22532,8.34,15.4,8.92,8.71,381,1357,36,0,2862.4,1534.45
2.34,4.89,91.94,2.05,1.83,53008,20891,10.55,19.98,9.83,8.21,3151,2009,80,4,4928.8,644.47
2.33,2.5,97,0.32,0.25,23622,21904,10.3,18.06,11.99,7.23,146,893,18,0,2121.2,788.14
3.07,0.86,95.09,3.41,3.74,21976,50684,3.28,2.61,6.03,5.12,1583,150,33,0,3769.2,300.1
2.56,16.27,77.07,1.74,2.67,52267,27042,5.25,11.25,5.06,6.58,1248,2456,27,0,2058.1,1330.83
2.6,39.97,59.43,0.3,0.61,25338,20478,10.49,22.21,18.64,8.83,243,1068,0,0,1197.4,1293.49
2.45,7.45,92.17,0.22,0.36,23644,26867,7.19,9.99,6.32,7.39,258,310,0,0,1611.7,401.47
2.24,8.95,90.29,0.18,1.4,28134,14839,16.08,26.94,14.54,14.17,390,2131,59,0,4642.6,1081.75
2.5,7.05,87.15,0.74,6.45,0,20364,7.96,21.68,15.3,6.56,598,725,4,0,1021.8,1088.09
2.41,0.4,95.31,1.41,1.63,0,24685,8.42,13.89,5.96,7.46,728,473,35,1,1748.6,920.87
2.84,2.68,80.56,7.89,16.34,164730,31701,13.19,12.98,10.05,8.9,20951,2920,210,38,5268.3,1441.52
2.35,14.88,84.64,0.32,0.51,15545,24966,5.08,10.67,14.93,6.09,120,251,0,0,3217.7,1137.45
2.65,0.14,99.53,0.27,0.26,10791,25344,5.9,9.05,15.15,6.44,148,238,0,0,814.9,697.99
2.45,29.05,61.48,2.35,21.41,58295,20825,9.45,24.24,13.74,8.93,4555,6741,106,37,1235.1,1615.87
2.45,7.65,88.71,2,1.64,33024,31394,7.61,9.98,6.76,7.05,1493,702,0,0,1387.2,705.29
2.79,0.42,83.69,15.02,3.35,28061,86674,1.84,1.44,1.53,2.86,4478,265,0,0,2262.3,593.23
2.57,0.16,98.49,0.71,1.1,16960,36693,4.67,3.72,3.45,5.12,831,118,0,0,6235.3,288.24
2.3,1.39,95.12,1.48,5.27,11005,33120,6.08,6.64,5.66,3.35,884,2473,0,0,4955.4,1825.56
3.16,8.91,78.84,3.81,15.9,71479,40679,6.56,6.09,5.15,4.9,5576,1033,0,0,3047.4,674.86
3.02,2.45,89.88,6.89,1.56,0,24636,3.03,24.12,2.31,4.29,4392,445,22,0,2318.1,307.85
2.29,1.32,88.01,3.45,9.69,10129,18627,9.56,17.24,6.54,7.93,809,563,0,14,2184.9,2087.7
2.76,0.55,98.01,0.85,1.55,1760,56115,1.76,2.97,2.33,3.69,840,584,0,0,406.2,512.57
2.75,0.55,98.37,0.76,0.91,25549,41919,5.08,3.93,5.59,5.8,1218,242,3,0,2244.1,572.84
2.09,21.89,69.07,4.17,9.69,111183,41472,3.06,7.09,6,3.5,17998,4972,381,2,7028,807.79
2.52,19.44,79.4,0.7,1.02,11163,27065,6.95,9.3,10.33,4.88,147,286,0,0,1217.1,1283.27
2.55,12.26,85.3,1.4,2.43,0,39887,3.66,6.14,7.61,2.11,856,652,6,0,1355.1,270.32
3.08,5.38,90.53,1.4,5.97,23299,48121,1.79,2.53,2.17,3.14,746,592,0,0,1200.5,791.15
2.56,1.76,92.73,4.7,3.27,27099,43172,3.15,5.04,7.91,5.15,2848,407,0,0,7771.9,718.85
2.55,0.34,94.54,1.1,3.49,11820,23887,13.66,20.43,9.99,10.15,362,235,3,0,1477.5,1534.75
3.84,0.16,80.6,0.15,88.19,12751,16922,24.49,38.96,43.86,18.14,2313,951,0,0,2764.9,1830.51
2.3,8.52,88.25,1.32,11.86,121697,27352,5.28,11.01,8.59,6.05,21657,10399,90,98,4308.2,1802.21
2.41,25.78,72.13,1.61,0.94,369879,20747,13.75,21.42,9.03,9.07,16946,16676,693,67,6417.5,1299.68
2.45,1.14,97.54,0.78,1.65,25651,43888,2.9,2.7,9.52,3.46,3166,320,23,0,1997.9,451.71
2.66,0.91,97.86,0.96,0.77,18624,31270,6.02,8.91,9.92,3.33,338,343,0,2,2168.6,691.57
2.35,0.51,99.02,0.3,0.42,14451,34183,2.43,6.66,4.25,4.11,267,188,0,0,4243.8,63.81
2.47,1.4,92.76,3.5,6.8,71742,39905,3.23,4.7,12.35,4.71,13659,958,2,0,6124.7,588.82
2.87,1.85,96.6,0.62,1.22,0,39886,7.01,5.75,4.26,7.16,1345,3783,3,3,456.3,956.62
2.6,0.98,93.3,2.39,7.06,87758,26826,3.62,16.95,3.6,5.64,3896,1668,32,10,2056.4,749.39
2.56,0.23,98.28,1.05,1.01,14590,37082,4.61,4.8,8.52,4.91,942,243,0,0,955.7,537.26
3.77,0.62,35.44,34.33,49.66,51638,29770,17.5,20.02,26.03,8.41,24987,433,0,3,9728.3,1206.85
2.37,0.5,95.98,2.09,2.35,0,23579,4.78,17.35,3.04,6.19,842,351,0,2,2464.2,892.6
2.75,20.39,76.19,1.86,13.52,10084,41670,1.99,11.12,4.96,4.8,2416,251,0,0,3896.4,2850.66
2.18,12.86,83.17,1.7,11.94,26326,27708,4.59,10.36,7.27,4.61,4372,1778,0,0,3993.6,3276.58
2.44,2.15,97.31,0.16,0.57,0,19343,8.66,19.72,16.46,11.23,75,539,8,0,2994.8,1149.24
2.94,6.71,64.19,0.59,41.86,0,21433,9.2,22.58,19.87,8,1485,772,0,0,1608.4,1384.92
2.55,0.13,98.7,0.77,0.62,0,29116,6.33,8.24,8.47,7.74,486,2025,0,0,748.6,932.16
2.98,0.67,98.04,1,0.65,17302,50679,4.13,2.4,3.51,5.23,762,286,0,0,797.5,61.64
2.14,52.54,46.2,0.58,0.62,21080,22709,11.63,17.28,5.3,8.8,425,1525,0,0,8836.4,1691.42
3.2,2.78,96.27,0.26,72.66,0,19017,17,26.74,35.19,13.32,1413,657,6,0,1599.8,900.29
2.5,16.54,80.74,1.25,1.83,53333,25306,14.23,18.26,7.47,10.22,1205,1795,120,0,1207.3,1521.03
3.48,4.59,85.69,4.03,8.29,21435,26875,6.31,17.51,3.54,6.5,962,348,0,0,2775.1,381.22
2.25,28.48,69.97,0.57,5.36,72411,29683,5.48,16.05,9.75,6.34,10268,10562,11,64,3435.7,2902.11
2.93,0.17,98.67,0.69,0.92,3244,41338,1.86,2.69,8.77,2.44,170,107,0,0,559.7,16.92
3.08,0.23,97.86,1.65,0.99,8287,60566,2.63,1.12,2.96,5.41,523,214,0,0,516.9,258.91
2.46,88.99,9.51,0.91,0.53,15745,27893,9.09,10.28,5.79,9.34,381,382,0,1,3797.3,721.15
2.76,1.83,84.86,0.5,21.76,0,28860,3.88,14.01,10.79,4.56,985,1028,0,0,1013.5,811.23
2.44,1.66,91.73,3.91,2.82,69961,28415,10.71,12.04,5.87,6.38,4458,2116,215,10,2259.7,1192.03
2.41,1,89.44,7.66,3.3,53310,33951,3.35,6.45,2.73,3.79,5191,1983,0,2,3722.8,865.55
2.53,5.76,93.12,0.75,0.35,0,25300,10.72,15.05,8.48,6.61,142,205,12,0,2176.8,516.44
2.99,10.98,88.46,0.33,0.54,14732,39261,3.72,5.65,7.82,2.83,164,223,0,0,754.6,126.44
2.65,0,99.43,0.15,0.51,0,24868,6.48,10.84,9.51,5.96,46,196,9,0,2790.9,473.9
2.68,0.54,97.23,1.53,2.98,10539,48864,3.66,2.07,7.19,3.61,836,117,0,0,3428,343.58
2.58,5.99,82.71,1.88,14.74,157615,24915,5.66,16.77,8.61,6.76,6497,7455,269,23,1730.1,1628.98
2.37,1.42,95.82,1.01,3.87,18867,30565,5.39,6.09,8.8,4.06,827,286,0,0,4154.3,730.73
2.99,8.72,58.22,4.27,49.74,40213,28838,12.25,15.59,12.32,9.69,6801,1301,100,9,2746,1937.46
2.97,1.57,96.52,1.52,1.23,43126,46756,3.73,3.52,4.44,3.53,1552,461,9,0,2142.8,455.9
2.56,15.89,83.31,0.42,0.95,0,38017,2.11,7.06,3.3,4.13,142,463,0,0,987.9,644.06
2.91,1.48,97.11,0.83,1.15,23989,42026,4.28,4.31,3.63,5.38,824,678,0,0,896.1,544.74
2.93,1.42,95.27,3.02,1.09,23649,69904,1.63,1.8,1.19,2.95,1454,309,0,0,1349.9,419.39
3.21,1.5,67.32,20.51,23.47,143050,39882,9.42,10.42,11.29,6.21,43608,1446,47,15,7697.5,1182.9
2.88,1.6,92.63,5.07,2.53,31979,63533,2.54,1.62,4.8,2.64,3387,465,35,0,967.1,288.99
4.01,1.18,38.97,1.43,82.74,22580,32128,12.18,17.68,37.18,9.65,10024,161,0,1,9119.5,947.52
2.92,3.16,92.98,3.58,1.72,28683,51762,3.22,5.31,2.53,3.49,2131,749,0,0,2013.5,226.07
2.46,10.48,88.94,0.31,0.38,25945,22085,9.94,17.04,15.24,8.42,118,807,14,0,1922.4,1018.76
2.62,12.06,86.84,0.53,0.7,0,21040,12.68,19.29,9.09,11.58,388,669,26,0,2733.9,1800.29
2.8,0.84,95.04,3.76,1.49,24155,61070,3.64,2.93,2.98,4.05,2062,477,0,0,907.4,576.54
3.07,9.63,57.54,22.8,24.96,210943,26876,21.3,21.37,17.72,10.28,47721,3731,514,60,3873.4,2396.4
2.88,0.25,99.12,0.17,0.41,0,37245,3.14,3.82,4.23,4.35,289,679,0,1,269.2,776.61
2.54,1.39,95.76,1.43,1.7,25084,28964,8.19,10.66,7.08,6.29,1671,349,0,0,6246,1040.64
2.48,0.22,97.96,1.01,1.71,0,30907,4.71,5.78,9.96,2.28,275,153,0,0,3253.5,392.71
2.96,30.76,66.29,0.74,4.7,0,20078,17.71,25.36,12.88,12.35,215,257,0,0,2310.8,985.08
2.62,3.66,94.66,1.33,0.94,17779,38619,1.74,2.98,6.65,3.04,282,330,0,0,1181.8,1076.35
2.3,0.48,95.25,0.56,7.14,0,22517,4.81,13.27,5.4,6.89,892,1914,14,0,788.7,721.73
3.65,2.35,24.26,21.54,62.45,0,21054,18.65,23.66,42.9,23.83,9075,246,0,0,2572.6,1563.45
2.54,17.99,80.98,0.67,0.46,0,25823,8.64,14.4,14.75,6.03,223,609,0,1,544.4,509.15
2.76,0.73,96.89,0.86,3.21,19513,39995,3.85,2.19,6.1,3.79,534,182,0,0,658.1,550.04
2.32,0.53,98.03,1.14,0.45,21101,26728,2.51,7.62,8.84,4.64,398,522,0,0,2436.6,1085.98
2.81,0.26,98.04,1.34,1.34,100850,48645,2.55,2.59,4.73,4.5,6880,725,0,0,2725.1,615.99
2.43,1.43,88.19,4.39,4.8,0,21812,15.74,18.66,6.78,8.55,1506,644,173,27,2757.7,2230.02
2.77,1.46,85.15,3.72,23.36,108635,32895,7.52,11.21,9.94,6.23,18657,2773,134,19,2942.1,1274.22
2.01,0.5,98.01,0.91,2.76,12123,35862,3.31,5.24,2.75,3.72,922,2245,0,3,2382.7,1632.39
2.51,0.61,92.71,3.64,9.03,0,34796,6.98,8.35,4.22,5.14,882,335,0,0,2451.9,762
2.16,1.54,96.24,1.62,1.64,14116,34417,2.39,6.31,3.24,2.78,1003,161,0,0,8505.7,535.54
3.05,1.31,94.6,0.99,8.41,12778,32014,3.88,7.7,10.92,5.19,660,246,0,0,1366.9,1190.08
1.88,0.98,93.7,4.21,4.99,25098,32834,3.57,4.83,4.14,2.9,2459,1037,0,2,2067.4,893.96
2.82,7.95,89.42,1.27,3.86,43137,24234,8.39,12.06,9.16,5.86,1996,907,3,0,571.3,486.95
2.33,22.25,76.07,1.3,0.63,0,19110,9.96,21.38,13.48,8.32,348,1069,9,0,1963.1,1339.6
3.04,2.54,71.44,9.39,31.44,266406,39620,6.57,10.64,12,5.56,75734,5589,457,41,5807.6,1390.22
2.7,13.15,77.73,7.6,5.88,83816,58947,2.6,4.1,4.7,4.37,15176,1352,527,0,2651.1,457.8
2.8,3.2,89.46,2.23,10.79,0,46007,1.7,3.43,2.99,3.28,1198,823,0,0,1593.2,348.27
3.67,10.69,48.15,5.75,60.83,47669,29015,13.46,17.6,27.22,9.88,17901,733,0,2,9784.3,1391.24
2.33,6.65,92.61,0.36,0.63,0,18370,9.8,21.89,10.55,13.48,349,1281,33,0,2592.4,575.05
3.07,2.01,69.7,0.25,51.71,0,21120,10.57,27.89,25.43,7.7,1224,604,28,0,2544,819.46
2.32,0.72,97.19,1.73,0.71,46070,48936,2.01,3.21,1.75,3,1711,1123,0,0,2825.1,736.89
2.62,3.86,94.87,0.92,1.28,19308,38410,3.06,5.25,5.42,3.88,496,231,7,0,1176.9,718.47
2.52,2,95.41,0.9,2.77,0,28035,9.52,10.98,16.03,9.36,1738,675,3,0,875.4,934.4
2.69,0.72,97.01,1.27,3.57,19926,42658,1.3,3.43,4.84,3.3,1093,287,0,0,1482.1,344.09
2.79,1.61,94.27,2.18,1.67,14930,21105,7.25,18.58,16.63,7.38,313,397,8,6,986.5,917.86
2.66,3.75,95.26,0.51,0.56,0,25026,9.85,14.18,7.75,7.34,199,281,0,0,2686,809.7
2.88,0.74,97.12,0.63,2.5,22477,39378,3.58,7.23,3.46,4.46,285,346,0,0,757.1,776.35
2.77,0.78,98.37,0.25,1.17,0,46426,2.76,3.16,3.9,4.23,407,260,0,0,257.5,615.72
2.46,0.67,91.56,2.71,12.86,41100,46374,2.69,6.99,3.32,3.66,4994,2025,14,0,2271.2,815.41
2.41,2.67,92.96,1.37,6.69,38091,32645,8.73,11.7,8.17,7.28,3390,1355,77,3,4539,1297.05
2.45,1.04,93.15,1.93,9.1,126481,34054,3.42,7.6,3.03,4.78,5143,4021,69,0,2992.1,972.38
2.75,27.39,65.64,0.63,62.46,358548,16925,18.01,31.17,30.89,11.02,214128,14298,896,268,9728.3,3241.71
3.15,3.07,92.84,3.58,2.73,23575,58028,2.35,2.61,5.17,4.36,2475,539,3,0,842.5,314.83
2.56,0.82,97.15,0.88,1.03,0,35545,4.68,13.03,3.47,5.3,497,2363,0,0,1022.4,997.92
2.72,40.2,58.27,0.59,1.33,0,23153,9.57,16.69,14.65,6.03,84,412,21,2,1123.1,1957.41
2.61,0.54,97.08,0.8,4.54,16192,33253,2.91,6.69,5.17,3.85,213,286,0,0,3142.9,713.29
2.71,39.8,57.15,0.47,4.98,11038,24887,11.79,18.19,9.82,6.87,315,313,60,0,5750.2,927.72
2.45,4.47,93.33,1.34,1.49,15107,35550,2.84,5.34,2.52,1.9,503,286,0,0,432.5,774.16
2.92,13.95,83.5,1.84,1.38,10940,41129,3.67,6.69,5.66,3.05,436,156,0,0,1322,557.29
2.5,2.98,78.24,1.73,34.49,384736,27555,5.48,13.98,5.9,6.32,21310,13052,258,112,2809,1953.47
2.4,0.81,97.24,1.48,3.48,22965,44688,1.47,4.51,2.41,2.57,1625,2614,0,1,843.4,1150.47
2.71,1.34,96.16,0.99,4.03,0,38180,5.96,4.45,10.52,6.78,2467,457,23,0,1676.4,211.97
2.5,1.22,91.62,2.69,4.74,0,18551,8.81,28.12,4.66,9.44,703,229,0,3,1816.1,1088.36
3.42,8.58,43.92,33.44,25.08,53762,46988,9.71,6.51,9.5,4.49,17393,558,0,6,2766.7,1146.22
2.68,39.13,59.4,1.31,0.33,21582,25369,8.38,20.77,15.26,6.91,353,708,53,0,474.8,1807.66
2.54,11.1,85.43,1.93,3.3,42762,37644,4.83,7.02,10.54,4.43,3219,1281,96,0,1009.2,757.95
2.96,0.89,94.27,4.54,0.68,16371,71996,0.6,1.04,0.57,1.32,796,396,0,0,891.7,718.47
2.64,3.6,85.09,10.14,4.15,48478,50475,2.54,2.13,5.33,3.11,8097,591,0,0,1958.2,785.03
2.79,1.89,76.19,20.51,5.32,41659,79797,1.85,3.16,1.59,2.33,9680,525,0,0,2942.9,542.53
2,3.33,95.17,0.52,2.24,11727,21397,4.5,10,8.91,5.79,1121,1204,0,0,3988.8,2289.11
2.48,0.26,98.43,0.57,0.51,0,25532,7.91,13.05,11.92,7.32,505,618,6,0,311.1,587.67
2.3,2.26,92.27,3.18,3.02,46380,21552,11.02,17.06,7.24,7.63,2212,887,185,23,3167.2,1193.55
3.07,65.65,26.5,1.06,15.02,46567,38463,9.13,12.22,10.75,8.65,7011,917,4,16,7442.1,2052.19
2.54,0.73,98.37,0.4,1.06,15337,25053,5.3,10.17,8.08,4.13,484,845,0,0,2031.9,561.46
2.79,0.42,98.39,0.52,0.85,1020,43500,2.52,4.8,1.5,4.36,552,1679,0,0,347.3,596.69
2.66,16.84,72.98,2.15,12.12,28540,26336,10.26,15.15,11.19,7.97,1889,1258,30,1,4972.5,1487.36
2.81,0.62,71.93,19.51,18.85,31100,38789,5.24,5.56,6.25,4.6,7473,493,0,0,7483.2,899.6
2.86,12.24,87.1,0.51,0.6,11077,40633,3.05,7.32,4.65,3.52,125,135,4,0,905.6,551.64
2.32,14.03,83.65,1.25,1.59,18372,16751,18.57,28.5,18.65,16.36,3886,793,0,0,8412.1,2871.79
2.91,1.35,94.37,3.99,1.57,5098,67833,1.66,1.68,3.85,3.85,931,200,3,0,518.8,256.34
4.94,0.63,97.19,1.98,0.84,9236,42477,3.51,19.5,0.89,7.83,521,116,0,0,509.3,368.48
2.86,0.55,98.83,0.42,0.46,10969,41372,3.39,2.98,4.96,4.41,561,126,0,0,995,677.45
2.76,1.68,95.17,2.25,3.29,13055,47643,3.45,2.89,8.1,3.79,1201,188,0,0,3599.6,275.44
2.34,0.13,99.38,0.3,0.6,10823,27698,3.42,5.74,6.93,4.62,204,158,5,0,7221.1,312.97
