previous,age,income,education,reside,gender,children,region
No,53,75+,Postgraduate,6,Female,0,South
No,71,75+,Less than highschool,10,Female,2,South
No,35,75+,Less than highschool,12,Female,0,South
No,72,75+,Highschool,10,Female,3,South
No,51,75+,College,6,Female,2,South
No,63,75+,Some college,13,Female,0,South
No,55,25-49,Some college,7,Female,0,South
No,54,25-49,Postgraduate,8,Female,2,South
No,37,50-74,College,8,Female,0,South
No,56,75+,Some college,10,Female,0,South
Yes,25,75+,Postgraduate,11,Female,1,South
No,40,75+,Postgraduate,9,Female,0,South
No,39,75+,College,10,Female,0,South
No,38,25-49,Less than highschool,5,Female,1,South
No,46,25-49,Less than highschool,11,Female,0,South
No,42,75+,College,15,Female,2,South
No,55,25-49,Less than highschool,9,Female,0,South
No,50,75+,Highschool,6,Female,3,South
No,41,75+,Some college,8,Female,2,South
No,50,25-49,College,8,Female,0,South
No,57,75+,College,11,Female,2,South
No,46,75+,Highschool,13,Female,2,South
No,49,50-74,Postgraduate,11,Female,0,South
No,47,50-74,Less than highschool,7,Female,2,South
No,31,50-74,Some college,11,Female,0,South
No,55,25-49,Highschool,9,Female,0,South
No,52,75+,Postgraduate,12,Female,0,South
No,64,75+,College,11,Female,2,South
No,47,25-49,Highschool,6,Female,2,South
No,71,75+,Postgraduate,6,Female,2,South
No,41,50-74,Some college,8,Female,0,South
No,38,Less than 25,College,9,Female,1,South
No,41,75+,Postgraduate,8,Female,0,South
No,34,25-49,Less than highschool,9,Female,1,South
No,51,75+,Highschool,8,Female,0,South
No,46,25-49,Some college,8,Female,0,South
No,63,75+,Some college,5,Female,0,South
No,33,Less than 25,Some college,12,Female,0,South
No,53,75+,Less than highschool,4,Female,2,South
No,31,25-49,Postgraduate,13,Female,1,South
No,54,75+,Less than highschool,9,Female,0,South
No,66,75+,Some college,8,Female,0,South
No,58,50-74,Some college,6,Female,0,South
No,35,75+,College,10,Female,1,South
No,51,50-74,College,10,Female,2,South
No,42,75+,College,9,Female,0,South
No,49,50-74,Some college,7,Female,0,South
No,28,Less than 25,Some college,7,Female,2,South
No,51,75+,Postgraduate,9,Female,2,South
No,46,75+,Some college,9,Female,0,South
No,46,50-74,Some college,8,Female,2,South
No,44,25-49,Postgraduate,10,Female,2,South
No,73,75+,Less than highschool,5,Female,0,South
No,42,75+,Some college,8,Female,0,South
No,34,50-74,Highschool,8,Female,0,South
No,37,50-74,College,8,Female,1,South
No,45,50-74,Less than highschool,15,Female,2,South
No,45,75+,Postgraduate,11,Female,0,South
Yes,37,Less than 25,Postgraduate,9,Female,1,South
No,33,25-49,Postgraduate,6,Female,1,South
No,62,75+,Postgraduate,12,Female,2,South
No,58,25-49,Some college,15,Female,0,South
No,63,75+,College,5,Female,0,South
No,41,75+,Some college,9,Female,1,South
No,49,75+,Highschool,9,Female,2,South
Yes,22,Less than 25,Highschool,7,Female,0,South
No,44,75+,Less than highschool,5,Female,1,South
No,45,25-49,Some college,9,Female,1,South
No,58,50-74,Highschool,9,Female,2,South
No,35,75+,College,6,Female,1,South
No,38,25-49,Some college,10,Female,0,South
No,52,Less than 25,Postgraduate,12,Female,0,South
No,40,75+,Less than highschool,11,Female,1,South
No,29,Less than 25,Less than highschool,11,Female,0,South
No,32,Less than 25,Postgraduate,11,Female,0,South
No,42,75+,Less than highschool,11,Female,3,South
No,40,25-49,Some college,12,Female,0,South
No,40,25-49,Highschool,10,Female,1,South
No,37,Less than 25,Postgraduate,7,Female,0,South
No,42,50-74,Less than highschool,11,Female,1,South
No,42,25-49,Highschool,9,Female,1,South
No,22,Less than 25,Some college,10,Female,0,South
No,47,25-49,Highschool,12,Female,1,South
No,53,50-74,Postgraduate,10,Female,1,South
Yes,22,50-74,Postgraduate,3,Female,0,South
No,45,50-74,Less than highschool,3,Female,1,South
No,18,Less than 25,Postgraduate,6,Female,0,South
No,35,50-74,College,10,Female,3,South
No,35,Less than 25,College,13,Female,0,South
No,31,Less than 25,College,13,Female,0,South
No,41,25-49,Some college,11,Female,0,South
No,35,25-49,Less than highschool,9,Female,0,South
Yes,38,25-49,Some college,10,Female,1,South
No,50,25-49,Some college,9,Female,1,South
No,33,50-74,Highschool,9,Female,2,South
No,24,75+,College,12,Female,1,South
No,41,25-49,College,13,Female,0,South
No,37,Less than 25,College,8,Female,0,South
No,28,25-49,Postgraduate,11,Female,1,North
No,46,50-74,Some college,10,Female,3,North
No,51,50-74,Highschool,10,Female,2,North
No,45,75+,Postgraduate,13,Female,1,North
No,26,Less than 25,Some college,5,Female,0,North
No,56,75+,Postgraduate,16,Female,1,North
No,56,50-74,Less than highschool,10,Female,1,North
No,52,50-74,Some college,14,Female,1,North
No,25,Less than 25,College,6,Female,0,North
No,40,75+,Postgraduate,11,Female,2,North
Yes,25,Less than 25,College,8,Female,0,North
No,43,25-49,Postgraduate,8,Female,0,North
No,38,75+,College,11,Female,0,North
No,32,Less than 25,Postgraduate,8,Female,0,North
No,44,50-74,Some college,14,Female,1,North
No,31,Less than 25,Highschool,6,Female,0,North
No,43,25-49,Postgraduate,2,Female,1,North
No,36,Less than 25,Less than highschool,11,Female,0,North
No,53,50-74,College,7,Female,2,North
No,44,50-74,Less than highschool,6,Female,2,North
No,16,25-49,Less than highschool,5,Female,0,North
No,60,50-74,College,10,Female,1,North
No,29,25-49,Highschool,11,Female,0,North
No,50,50-74,Postgraduate,11,Female,2,North
No,30,25-49,Postgraduate,11,Female,0,North
No,60,75+,College,12,Female,1,North
No,23,Less than 25,Less than highschool,10,Female,0,North
No,27,25-49,Less than highschool,10,Female,0,North
No,36,75+,Postgraduate,12,Female,0,North
No,61,75+,Less than highschool,5,Female,3,North
No,51,75+,Less than highschool,10,Female,2,North
No,26,75+,Some college,11,Female,2,North
No,50,25-49,Some college,12,Female,0,North
No,44,50-74,Some college,8,Female,1,North
No,50,25-49,Highschool,11,Female,1,North
No,55,75+,Some college,10,Female,3,North
Yes,34,25-49,Some college,10,Female,0,North
No,39,50-74,Some college,11,Female,0,North
No,23,25-49,Highschool,13,Female,1,North
No,47,75+,Some college,12,Female,1,North
No,32,Less than 25,Highschool,7,Female,0,North
No,47,50-74,College,10,Female,2,North
No,18,Less than 25,College,9,Female,0,North
No,45,Less than 25,Highschool,12,Female,0,North
No,26,Less than 25,Less than highschool,6,Female,0,North
No,69,50-74,Some college,8,Female,2,North
No,46,50-74,Postgraduate,13,Female,0,North
No,36,25-49,Some college,4,Female,1,North
No,75,75+,Less than highschool,10,Female,2,North
No,56,75+,Less than highschool,6,Female,2,North
No,44,Less than 25,Highschool,11,Female,0,North
No,28,25-49,Less than highschool,11,Female,0,North
No,75,50-74,Highschool,11,Female,2,North
No,57,75+,Less than highschool,8,Female,2,North
No,54,75+,Some college,9,Female,1,North
Yes,30,25-49,Postgraduate,8,Female,1,North
No,30,Less than 25,College,5,Female,0,North
No,31,Less than 25,Postgraduate,12,Female,0,North
No,60,Less than 25,Some college,4,Female,0,North
No,28,Less than 25,Postgraduate,6,Female,0,North
No,48,50-74,Some college,7,Female,2,North
No,45,50-74,Some college,10,Female,2,North
No,36,50-74,Postgraduate,8,Female,2,North
No,58,75+,College,7,Female,2,North
No,31,Less than 25,Some college,8,Female,0,North
No,37,50-74,Less than highschool,5,Female,3,North
No,63,50-74,Some college,10,Female,3,North
No,23,Less than 25,Highschool,8,Female,0,North
No,43,75+,College,16,Female,1,North
No,73,75+,College,10,Female,2,North
No,25,25-49,Highschool,8,Female,1,North
No,28,25-49,Highschool,10,Female,0,North
No,40,75+,Highschool,11,Female,1,North
No,63,50-74,Highschool,7,Female,2,North
No,25,Less than 25,Some college,7,Female,0,North
No,52,75+,Less than highschool,11,Female,1,North
No,40,25-49,Highschool,15,Female,1,North
No,34,75+,Highschool,12,Female,2,North
Yes,53,50-74,College,12,Female,1,North
No,40,Less than 25,Postgraduate,10,Female,0,North
No,32,25-49,Some college,6,Female,0,North
No,18,Less than 25,College,10,Female,0,North
Yes,30,Less than 25,Highschool,5,Female,0,North
No,51,75+,Postgraduate,4,Female,2,North
No,28,25-49,Less than highschool,11,Female,0,North
No,20,Less than 25,Some college,12,Female,0,North
Yes,43,25-49,Less than highschool,12,Female,0,North
No,56,50-74,Highschool,17,Female,2,North
No,41,50-74,College,10,Female,1,North
No,35,25-49,Postgraduate,10,Female,0,North
No,55,50-74,Highschool,8,Female,2,North
No,31,50-74,Highschool,7,Female,0,North
No,42,Less than 25,Less than highschool,9,Female,0,North
No,61,75+,College,5,Female,3,North
No,30,25-49,Postgraduate,6,Female,0,North
No,39,25-49,Highschool,13,Female,0,North
No,50,25-49,Highschool,8,Female,1,North
No,36,75+,Less than highschool,8,Female,2,North
No,27,25-49,Some college,15,Female,0,North
No,57,50-74,College,9,Female,2,North
No,57,75+,College,11,Female,2,North
No,42,Less than 25,Some college,11,Female,0,North
No,55,50-74,Some college,8,Female,1,North
No,37,25-49,Less than highschool,13,Female,1,North
No,30,75+,Less than highschool,8,Female,4,North
Yes,25,50-74,Highschool,11,Female,1,North
No,25,25-49,Postgraduate,7,Female,0,North
No,31,25-49,College,12,Female,0,North
No,51,75+,College,10,Female,3,North
No,34,25-49,Some college,7,Female,1,North
No,57,50-74,Postgraduate,9,Female,1,North
Yes,47,75+,Highschool,9,Female,2,North
No,39,50-74,Less than highschool,17,Female,2,North
No,26,Less than 25,Postgraduate,6,Female,0,North
No,26,Less than 25,Postgraduate,5,Female,0,North
No,51,75+,College,12,Female,3,North
No,36,25-49,Less than highschool,3,Female,1,North
No,32,25-49,College,9,Female,1,North
No,49,Less than 25,Postgraduate,6,Female,0,North
No,25,Less than 25,Some college,7,Female,0,North
No,27,25-49,Some college,10,Female,0,North
No,60,75+,Highschool,13,Female,1,North
No,37,75+,Postgraduate,2,Female,1,North
No,44,25-49,Some college,10,Female,0,North
No,32,50-74,College,7,Female,0,North
No,42,75+,Highschool,9,Female,3,North
No,46,75+,Postgraduate,9,Female,2,North
No,16,25-49,Less than highschool,6,Female,0,North
No,56,75+,Some college,10,Female,1,North
No,44,50-74,Postgraduate,12,Female,2,North
No,29,Less than 25,Some college,6,Female,0,North
No,40,25-49,Highschool,14,Female,0,North
Yes,50,25-49,Some college,13,Female,1,North
No,47,75+,Highschool,4,Female,2,North
No,47,75+,Less than highschool,15,Female,2,North
No,22,Less than 25,Less than highschool,7,Female,0,North
No,39,Less than 25,College,9,Female,0,North
No,31,Less than 25,Postgraduate,12,Female,0,North
No,53,50-74,Highschool,14,Female,1,North
No,36,25-49,Postgraduate,9,Female,0,North
No,47,50-74,Postgraduate,9,Female,1,North
No,29,Less than 25,Some college,9,Female,0,North
No,64,75+,College,5,Female,1,North
No,41,50-74,College,10,Female,1,North
No,34,Less than 25,Highschool,10,Female,0,North
No,55,75+,Less than highschool,5,Female,3,North
No,34,25-49,Postgraduate,10,Female,0,North
No,28,Less than 25,Less than highschool,9,Female,0,North
No,24,Less than 25,Highschool,8,Female,0,North
Yes,42,50-74,College,11,Female,0,North
No,20,Less than 25,Some college,10,Female,0,North
No,28,Less than 25,Postgraduate,10,Female,0,North
No,37,50-74,Less than highschool,7,Female,0,North
No,46,Less than 25,College,9,Female,0,North
No,32,25-49,Postgraduate,11,Female,1,North
No,31,25-49,Some college,10,Female,1,North
No,30,25-49,Some college,14,Female,1,North
No,47,75+,Some college,8,Female,1,North
No,29,25-49,Highschool,9,Female,0,North
No,38,Less than 25,Postgraduate,9,Female,0,North
No,36,Less than 25,Some college,12,Female,0,North
No,27,Less than 25,Postgraduate,11,Female,0,North
No,49,50-74,Highschool,11,Female,2,North
No,45,75+,Less than highschool,7,Female,2,North
No,43,75+,Postgraduate,10,Female,2,North
Yes,27,25-49,Less than highschool,6,Female,0,North
No,32,Less than 25,Less than highschool,10,Female,0,North
No,16,75+,Some college,13,Female,0,North
No,14,Less than 25,Less than highschool,6,Female,0,North
No,46,75+,College,12,Female,2,North
No,23,Less than 25,College,11,Female,0,North
No,22,25-49,Less than highschool,9,Female,0,North
No,47,50-74,Some college,9,Female,1,North
No,18,Less than 25,Postgraduate,6,Female,0,North
No,35,50-74,Highschool,7,Female,2,North
No,29,Less than 25,Some college,8,Female,0,North
No,43,25-49,Highschool,8,Female,1,North
No,34,50-74,Less than highschool,11,Female,3,North
No,32,25-49,Highschool,9,Female,1,North
No,37,50-74,Less than highschool,14,Female,1,North
No,18,25-49,College,6,Female,0,North
No,42,50-74,Less than highschool,10,Female,2,North
No,38,50-74,Highschool,9,Female,2,North
No,46,75+,College,5,Female,1,North
No,49,50-74,Postgraduate,8,Female,0,North
No,27,25-49,College,7,Female,1,North
No,21,Less than 25,Postgraduate,11,Female,0,North
No,28,Less than 25,Some college,8,Female,0,North
No,41,Less than 25,College,12,Female,0,North
No,62,75+,Some college,8,Female,2,North
No,46,75+,College,11,Female,0,North
No,33,Less than 25,Less than highschool,14,Female,0,North
No,48,50-74,Postgraduate,6,Female,2,North
No,34,Less than 25,Postgraduate,11,Female,0,North
No,47,50-74,Some college,10,Female,1,North
No,42,50-74,Some college,8,Female,1,North
No,51,50-74,Some college,13,Female,2,North
No,43,25-49,College,13,Female,1,North
No,49,75+,College,9,Female,3,North
No,26,Less than 25,College,4,Female,0,North
No,39,Less than 25,Some college,10,Female,0,North
No,62,75+,College,9,Female,1,North
No,31,Less than 25,Postgraduate,4,Female,0,North
No,34,25-49,College,4,Female,1,North
No,38,25-49,College,12,Female,0,North
No,32,75+,Postgraduate,12,Female,0,North
No,44,Less than 25,Highschool,6,Female,0,North
No,58,50-74,College,9,Female,1,North
No,66,75+,Highschool,7,Female,2,North
No,41,25-49,Postgraduate,15,Female,0,North
No,41,75+,Some college,11,Female,2,North
No,46,Less than 25,Some college,8,Female,0,North
No,38,50-74,Postgraduate,12,Female,1,North
No,43,50-74,College,11,Female,1,North
No,51,50-74,Postgraduate,12,Female,1,North
No,56,75+,Some college,14,Female,2,North
No,35,50-74,Highschool,9,Female,0,North
No,51,75+,Highschool,15,Female,1,North
No,48,25-49,College,10,Female,1,North
No,51,25-49,Some college,9,Female,1,North
No,41,50-74,Postgraduate,8,Female,2,North
No,58,50-74,College,12,Female,1,North
No,58,75+,Less than highschool,12,Female,2,North
No,45,25-49,College,10,Female,1,North
No,29,25-49,College,11,Female,0,North
No,17,25-49,College,11,Female,0,North
No,34,Less than 25,Some college,10,Female,0,North
No,21,75+,Postgraduate,13,Female,0,North
No,36,25-49,Some college,9,Female,1,North
No,60,50-74,Less than highschool,15,Female,1,North
No,58,Less than 25,Highschool,8,Female,0,North
No,51,75+,Highschool,15,Female,0,North
No,57,25-49,Some college,15,Female,1,North
No,56,50-74,Highschool,9,Female,1,North
No,25,Less than 25,Some college,11,Female,0,North
No,31,25-49,Some college,12,Female,1,North
No,42,Less than 25,Less than highschool,11,Female,0,North
No,15,25-49,Less than highschool,7,Female,0,North
No,24,Less than 25,Some college,11,Female,0,North
No,33,Less than 25,Some college,7,Female,0,North
No,40,50-74,College,9,Female,1,North
Yes,54,75+,Some college,7,Female,1,North
No,29,Less than 25,Less than highschool,11,Female,0,North
No,61,75+,College,8,Female,2,North
No,63,75+,Postgraduate,8,Female,2,North
No,20,Less than 25,Highschool,9,Female,0,North
No,33,25-49,Postgraduate,12,Female,1,North
No,56,75+,Postgraduate,9,Female,3,North
No,47,75+,Highschool,11,Female,3,North
No,32,25-49,Highschool,8,Female,1,North
No,53,Less than 25,Some college,8,Female,0,North
No,26,Less than 25,Postgraduate,10,Female,0,North
No,48,25-49,Postgraduate,6,Female,1,North
No,55,50-74,Some college,7,Female,2,North
No,46,50-74,College,8,Female,1,North
No,27,50-74,Less than highschool,8,Female,0,North
No,30,75+,College,15,Female,2,North
No,17,Less than 25,Highschool,6,Female,0,North
No,56,75+,Less than highschool,8,Female,1,North
No,57,75+,Less than highschool,3,Female,1,North
No,42,25-49,College,13,Female,0,North
No,24,Less than 25,Highschool,8,Female,0,North
No,49,50-74,Highschool,5,Female,3,North
No,52,25-49,Postgraduate,8,Female,0,North
No,40,75+,Postgraduate,15,Female,0,North
No,21,Less than 25,Postgraduate,6,Female,0,North
No,20,25-49,College,10,Female,0,North
No,45,75+,Some college,7,Female,2,North
No,50,75+,Highschool,2,Female,1,North
No,54,25-49,Highschool,7,Female,1,North
No,33,75+,Postgraduate,5,Female,0,North
No,33,Less than 25,Postgraduate,8,Female,0,North
No,31,25-49,Highschool,15,Female,0,North
No,55,75+,Postgraduate,13,Female,1,North
No,30,Less than 25,College,13,Female,0,North
No,44,Less than 25,College,11,Female,0,North
No,55,25-49,Less than highschool,15,Female,1,North
No,47,50-74,Less than highschool,11,Female,1,North
No,36,50-74,Less than highschool,11,Female,4,North
No,60,50-74,College,13,Female,1,North
No,51,25-49,Less than highschool,7,Female,0,North
No,53,50-74,Highschool,8,Female,2,North
No,62,25-49,Highschool,9,Female,1,North
No,39,50-74,Postgraduate,10,Female,0,North
No,42,75+,College,8,Female,1,North
No,39,75+,Some college,13,Female,0,North
No,54,25-49,Highschool,11,Female,0,North
No,21,50-74,Some college,14,Female,0,North
No,51,50-74,Less than highschool,12,Female,0,North
No,31,25-49,Highschool,12,Female,1,North
No,55,25-49,Some college,15,Female,1,North
No,53,50-74,Less than highschool,11,Female,2,North
Yes,56,50-74,Some college,12,Female,4,North
No,57,50-74,Some college,9,Female,3,North
No,50,75+,College,11,Female,2,North
No,46,75+,College,10,Female,3,North
No,22,50-74,Highschool,8,Female,3,North
No,45,50-74,Postgraduate,14,Female,2,North
No,25,25-49,College,7,Female,0,North
No,37,75+,Some college,11,Female,1,North
No,70,25-49,Less than highschool,13,Female,1,North
No,55,75+,College,7,Female,1,North
No,27,25-49,College,4,Female,0,North
No,55,50-74,Highschool,5,Female,1,North
No,48,75+,College,7,Female,2,North
No,62,50-74,Postgraduate,10,Female,5,North
No,19,25-49,Postgraduate,9,Female,0,North
No,25,25-49,Some college,10,Female,1,North
No,35,75+,Some college,6,Female,2,North
No,37,Less than 25,Postgraduate,8,Female,0,North
No,36,Less than 25,Less than highschool,5,Female,0,North
No,35,25-49,Highschool,5,Female,0,North
Yes,40,Less than 25,College,12,Female,0,North
No,40,50-74,Less than highschool,14,Female,0,North
No,55,75+,Some college,17,Female,0,North
No,41,25-49,Postgraduate,14,Female,1,North
No,45,50-74,College,11,Female,2,North
No,37,50-74,Highschool,14,Female,0,North
No,22,Less than 25,Postgraduate,14,Female,0,North
No,15,25-49,Less than highschool,11,Female,0,North
No,38,Less than 25,Postgraduate,5,Female,0,North
No,30,Less than 25,Postgraduate,11,Female,0,North
No,63,50-74,Postgraduate,14,Female,3,North
No,32,Less than 25,Postgraduate,7,Female,0,North
No,44,75+,Postgraduate,13,Female,1,North
No,21,50-74,Highschool,12,Female,3,North
No,17,Less than 25,Postgraduate,6,Female,0,North
No,44,50-74,Postgraduate,11,Female,3,North
No,23,Less than 25,Some college,10,Female,0,North
No,30,50-74,Postgraduate,8,Female,0,North
No,55,75+,Less than highschool,7,Female,2,North
No,40,75+,Less than highschool,10,Female,3,North
No,37,75+,Postgraduate,7,Female,1,North
No,23,Less than 25,College,8,Female,0,North
No,42,50-74,College,7,Female,3,North
No,31,75+,Highschool,9,Female,1,North
No,31,25-49,College,9,Female,0,North
No,64,75+,Postgraduate,4,Female,1,North
No,59,75+,Postgraduate,13,Female,1,North
Yes,34,50-74,Some college,7,Female,1,North
No,23,Less than 25,Some college,13,Female,0,North
No,48,50-74,College,10,Female,1,North
No,50,Less than 25,Postgraduate,12,Female,0,North
No,49,75+,Highschool,10,Female,3,North
No,49,25-49,Some college,12,Female,1,North
No,49,50-74,College,8,Female,4,North
No,50,75+,Less than highschool,9,Female,1,North
No,59,50-74,College,5,Female,4,North
No,59,75+,Postgraduate,6,Female,3,North
No,44,Less than 25,Some college,11,Female,0,North
No,47,75+,Some college,10,Female,2,North
No,23,75+,Highschool,12,Female,0,North
No,56,75+,College,12,Female,1,North
No,51,25-49,Some college,5,Female,1,North
No,25,25-49,Postgraduate,13,Female,0,North
No,30,75+,Some college,9,Female,1,North
No,34,Less than 25,Postgraduate,13,Female,0,North
No,27,25-49,Postgraduate,11,Female,0,North
No,44,50-74,Some college,10,Female,3,North
No,29,25-49,Highschool,9,Female,1,North
No,26,Less than 25,Postgraduate,12,Female,0,North
No,29,Less than 25,Highschool,12,Female,0,North
No,40,Less than 25,Less than highschool,15,Female,0,North
No,51,Less than 25,Highschool,10,Female,0,North
No,55,50-74,Highschool,9,Female,2,North
No,20,25-49,College,6,Female,1,North
No,34,25-49,Highschool,13,Female,1,North
No,39,25-49,Some college,10,Female,1,North
Yes,30,75+,Postgraduate,15,Female,1,North
No,63,75+,Highschool,7,Female,4,North
No,17,Less than 25,College,7,Female,0,North
No,45,25-49,Highschool,12,Female,1,North
No,53,75+,Less than highschool,9,Female,1,North
No,18,25-49,Highschool,9,Female,0,North
No,20,Less than 25,College,8,Female,0,North
Yes,51,75+,Highschool,9,Female,2,North
No,30,Less than 25,Some college,10,Female,0,North
No,25,50-74,Postgraduate,9,Female,1,North
No,40,50-74,Some college,9,Female,0,North
No,34,75+,Some college,10,Female,1,North
No,37,Less than 25,Postgraduate,13,Female,0,North
No,61,75+,Highschool,11,Female,1,North
No,39,25-49,Highschool,12,Female,1,North
No,43,Less than 25,Some college,13,Female,0,North
No,34,Less than 25,College,7,Female,0,North
No,20,Less than 25,Some college,11,Female,0,North
No,45,25-49,Less than highschool,14,Female,1,North
No,36,75+,Less than highschool,9,Female,2,North
No,42,25-49,Some college,10,Female,0,North
No,53,50-74,Postgraduate,7,Female,3,North
No,56,25-49,Postgraduate,11,Female,2,North
No,40,50-74,Some college,8,Female,2,North
No,45,25-49,Postgraduate,15,Female,0,North
No,46,75+,Some college,8,Female,1,North
No,43,Less than 25,Some college,8,Female,0,North
No,61,75+,Highschool,7,Female,4,North
No,49,50-74,Some college,12,Female,2,North
No,38,25-49,Highschool,8,Female,0,North
No,50,Less than 25,College,10,Female,0,North
No,42,25-49,Some college,8,Female,0,North
No,36,75+,College,13,Female,1,North
No,29,75+,College,13,Male,0,North
Yes,45,25-49,Highschool,7,Male,1,North
No,55,25-49,Some college,12,Male,1,North
No,60,50-74,Highschool,10,Male,0,North
No,37,Less than 25,Less than highschool,10,Male,0,North
No,52,50-74,Less than highschool,7,Male,2,North
No,39,25-49,College,11,Male,1,North
No,43,50-74,Postgraduate,7,Male,0,North
No,30,Less than 25,Postgraduate,11,Male,0,North
No,28,Less than 25,Highschool,9,Male,0,North
No,53,25-49,Highschool,6,Male,0,North
No,47,50-74,Highschool,12,Male,0,North
No,46,25-49,College,8,Male,0,North
No,52,75+,College,6,Female,0,North
No,61,75+,Less than highschool,10,Female,2,North
No,52,75+,Less than highschool,10,Female,0,North
No,49,25-49,College,10,Female,2,North
No,50,50-74,Postgraduate,12,Female,3,North
No,26,Less than 25,Less than highschool,10,Female,0,North
No,55,50-74,College,18,Female,3,North
No,42,75+,Some college,10,Female,2,North
No,49,75+,College,13,Female,2,North
No,59,75+,Highschool,11,Female,2,North
Yes,36,75+,Postgraduate,9,Female,0,North
No,31,25-49,Less than highschool,13,Female,1,North
No,51,75+,College,15,Female,0,North
No,43,75+,Postgraduate,10,Female,0,North
No,45,75+,Postgraduate,10,Female,0,North
No,45,75+,Highschool,9,Female,2,North
No,27,50-74,College,7,Female,0,North
No,58,50-74,College,8,Female,2,North
No,44,25-49,Highschool,5,Female,0,North
No,51,75+,Highschool,10,Female,0,North
Yes,40,25-49,Highschool,13,Female,2,North
No,51,75+,Postgraduate,8,Female,2,North
No,56,25-49,Highschool,8,Female,0,North
No,45,50-74,Some college,11,Female,3,North
No,72,75+,Some college,9,Female,2,North
No,53,75+,College,15,Female,2,North
No,55,75+,College,9,Female,0,North
No,61,75+,College,7,Female,0,North
No,47,75+,Highschool,10,Female,3,North
No,61,50-74,College,7,Female,2,North
No,55,50-74,Less than highschool,10,Female,3,North
No,65,75+,Postgraduate,12,Female,2,North
No,45,75+,Highschool,13,Female,0,North
No,25,25-49,Highschool,10,Female,2,North
No,31,Less than 25,Some college,13,Female,0,North
No,55,75+,Less than highschool,11,Female,2,North
No,58,75+,College,8,Female,2,North
No,39,75+,Less than highschool,13,Female,0,North
No,36,75+,College,9,Female,1,North
No,38,Less than 25,Postgraduate,7,Female,0,North
No,54,75+,Highschool,16,Female,0,North
No,39,25-49,Postgraduate,15,Female,2,North
No,36,50-74,Highschool,12,Female,0,North
No,33,25-49,Highschool,7,Female,2,North
No,46,75+,Highschool,14,Female,2,North
No,45,25-49,Some college,13,Female,0,North
No,43,75+,Highschool,12,Female,2,North
No,65,75+,College,2,Female,2,North
No,38,75+,Postgraduate,7,Female,0,North
No,59,75+,Postgraduate,4,Female,0,North
No,57,75+,Postgraduate,11,Female,2,North
No,62,75+,College,4,Female,0,North
No,37,75+,Less than highschool,6,Female,0,North
No,58,75+,College,10,Female,2,North
No,50,50-74,Some college,11,Female,3,North
No,46,75+,Highschool,11,Female,0,North
No,60,75+,Highschool,14,Female,0,North
No,55,75+,Postgraduate,7,Female,2,North
No,47,75+,College,7,Female,0,North
No,69,75+,Postgraduate,7,Female,2,North
No,55,75+,Highschool,5,Female,0,North
No,41,75+,Some college,5,Female,3,North
No,32,25-49,Highschool,7,Female,1,North
No,32,75+,Less than highschool,10,Female,0,North
No,47,50-74,Postgraduate,6,Female,3,North
No,55,75+,Postgraduate,10,Female,0,North
No,51,50-74,Highschool,10,Female,3,North
No,59,75+,College,11,Female,2,North
Yes,79,75+,Highschool,10,Female,2,North
No,47,25-49,College,11,Female,2,North
No,46,75+,Postgraduate,11,Female,0,North
No,37,50-74,Postgraduate,9,Female,0,North
No,39,25-49,Postgraduate,10,Female,2,North
No,39,Less than 25,Less than highschool,7,Female,1,North
No,57,75+,Postgraduate,2,Female,0,North
No,60,75+,Highschool,8,Female,2,North
No,28,Less than 25,Less than highschool,9,Female,0,North
No,44,75+,Less than highschool,11,Female,2,North
No,49,75+,Postgraduate,14,Female,0,North
No,44,75+,Postgraduate,9,Female,2,North
No,49,50-74,Postgraduate,5,Female,2,North
No,61,75+,Less than highschool,4,Female,2,North
No,53,75+,Less than highschool,12,Female,2,North
No,57,50-74,Highschool,11,Female,3,North
No,48,75+,Highschool,10,Female,0,North
No,39,75+,Postgraduate,6,Female,0,North
No,62,75+,College,12,Female,0,North
No,46,75+,Some college,8,Female,2,North
No,54,50-74,Some college,7,Female,3,North
No,30,25-49,Highschool,12,Female,1,North
No,53,75+,College,11,Female,0,North
No,49,25-49,College,8,Female,0,North
No,40,25-49,Postgraduate,12,Female,1,North
No,48,75+,Less than highschool,7,Female,0,North
No,45,25-49,College,5,Female,0,North
No,61,75+,Postgraduate,12,Female,0,North
Yes,41,75+,Highschool,5,Female,2,North
No,49,50-74,Postgraduate,9,Female,3,North
No,59,75+,College,8,Female,2,North
No,44,75+,College,13,Female,0,North
No,50,75+,College,7,Female,2,North
No,46,25-49,Less than highschool,9,Female,0,North
No,67,75+,Less than highschool,14,Female,0,North
No,45,25-49,Some college,12,Female,2,North
No,44,50-74,Some college,8,Female,2,North
No,52,50-74,College,13,Female,2,North
No,70,75+,Postgraduate,15,Female,2,North
No,68,75+,Less than highschool,9,Female,2,North
No,31,Less than 25,Postgraduate,7,Female,1,North
No,53,50-74,Less than highschool,11,Female,3,North
No,46,75+,Postgraduate,14,Female,0,North
No,58,75+,Highschool,10,Female,0,North
No,46,50-74,Postgraduate,15,Female,2,North
No,54,50-74,Postgraduate,7,Female,2,North
No,63,75+,Some college,5,Female,2,North
No,43,75+,Less than highschool,8,Female,0,North
No,45,50-74,Less than highschool,13,Female,3,North
No,43,75+,Some college,8,Female,0,North
No,53,75+,College,6,Female,0,North
No,55,75+,Less than highschool,9,Female,0,North
