gender,card,type,items,spent
1,4,2,10,668.13
1,4,3,0,0
1,4,4,0,0
1,4,5,4,239.79
1,4,1,4,288.23
1,4,2,6,212.87
1,4,3,0,0
1,4,4,2,293.62
1,4,5,6,516.2
1,4,1,0,0
1,4,2,2,90.26
1,4,3,1,103.59
1,4,4,0,0
1,4,5,2,185.46
1,4,1,3,137.3
1,4,2,2,88.61
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,6,395.99
1,4,3,0,0
1,4,4,0,0
1,4,5,4,205.32
1,4,1,1,58.45
1,4,2,10,649.46
1,4,3,0,0
1,4,4,2,287.2
1,4,5,0,0
1,4,1,0,0
1,4,2,1,53.41
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
0,3,1,2,125.28
0,3,2,0,0
0,3,3,2,237.79
0,3,4,2,394.83
0,3,5,0,0
0,3,1,0,0
0,3,2,0,0
0,3,3,0,0
0,3,4,1,117.69
0,3,5,0,0
0,3,1,0,0
0,3,2,0,0
0,3,3,1,97.32
0,3,4,3,348.94
0,3,5,0,0
0,3,1,1,72.34
0,3,2,0,0
0,3,3,0,0
0,3,4,1,150.62
0,3,5,0,0
0,3,1,0,0
0,3,2,0,0
0,3,3,0,0
0,3,4,1,107.36
0,3,5,0,0
0,3,1,1,56.14
0,3,2,0,0
0,3,3,0,0
0,3,4,1,140.09
0,3,5,3,291.91
0,3,1,0,0
0,3,2,0,0
0,3,3,0,0
0,3,4,0,0
0,3,5,1,62.1
0,3,1,3,212.32
0,3,2,0,0
0,3,3,0,0
0,3,4,0,0
0,3,5,0,0
0,3,1,5,405.39
0,3,2,0,0
0,3,3,0,0
0,3,4,0,0
0,3,5,2,106.19
0,3,1,0,0
0,3,2,0,0
0,3,3,0,0
0,3,4,4,487.32
0,3,5,0,0
0,3,1,2,136.17
0,3,2,2,88.58
0,3,3,1,142.39
0,3,4,5,586.97
0,3,5,2,153.23
0,3,1,0,0
0,3,2,0,0
0,3,3,0,0
0,3,4,0,0
0,3,5,0,0
0,3,1,0,0
0,3,2,0,0
0,3,3,0,0
0,3,4,1,195.99
0,3,5,0,0
0,3,1,3,182.58
0,3,2,0,0
0,3,3,0,0
0,3,4,1,187.92
0,3,5,2,151.91
0,3,1,4,320.37
0,3,2,2,149.04
0,3,3,0,0
0,3,4,2,287.65
0,3,5,0,0
0,3,1,1,78.37
0,3,2,0,0
0,3,3,0,0
0,3,4,1,134.63
0,3,5,1,93.3
0,3,1,2,160.2
0,3,2,0,0
0,3,3,0,0
0,3,4,4,480.85
0,3,5,1,63.83
0,3,1,0,0
0,3,2,1,47.5
0,3,3,0,0
0,3,4,0,0
0,3,5,0,0
0,3,1,2,116.95
0,3,2,3,144.65
0,3,3,2,130.77
0,3,4,1,159.89
0,3,5,5,329.89
0,3,1,2,169.85
0,3,2,0,0
0,3,3,0,0
0,3,4,5,818.06
0,3,5,3,207.16
0,3,1,2,140.46
0,3,2,0,0
0,3,3,0,0
0,3,4,1,192.75
0,3,5,0,0
0,3,1,2,114.84
0,3,2,3,86.51
0,3,3,0,0
0,3,4,2,331.47
0,3,5,1,57.94
0,3,1,2,131.99
0,3,2,1,37.19
0,3,3,0,0
0,3,4,2,319.26
0,3,5,1,76.31
0,3,1,1,60.1
0,3,2,1,81.19
0,3,3,0,0
0,3,4,0,0
0,3,5,0,0
0,3,1,1,77.98
0,3,2,1,66.13
0,3,3,4,420.87
0,3,4,0,0
0,3,5,0,0
0,3,1,2,113.51
0,3,2,10,384.87
0,3,3,2,270.86
0,3,4,2,343.13
0,3,5,3,281.29
0,3,1,4,204.04
0,3,2,9,401.66
0,3,3,2,272.28
0,3,4,2,236.63
0,3,5,4,226.01
0,3,1,0,0
0,3,2,8,314.71
0,3,3,0,0
0,3,4,2,395.88
0,3,5,3,194.86
0,3,1,4,304.56
0,3,2,10,438.85
0,3,3,1,90
0,3,4,2,303.71
0,3,5,1,53.89
0,3,1,0,0
0,3,2,6,375.74
0,3,3,1,80.79
0,3,4,0,0
0,3,5,3,253.91
0,3,1,5,295.58
0,3,2,3,216.8
0,3,3,0,0
0,3,4,2,394.81
0,3,5,6,600
0,3,1,2,117.87
0,3,2,0,0
0,3,3,0,0
0,3,4,1,150.65
0,3,5,4,360.2
0,3,1,0,0
0,3,2,9,594.06
0,3,3,1,62.72
0,3,4,5,721.39
0,3,5,6,498.05
0,3,1,3,250.89
0,3,2,3,163.42
0,3,3,0,0
0,3,4,3,369.29
0,3,5,1,64.42
0,3,1,3,217.67
0,3,2,1,90.02
0,3,3,2,166.24
0,3,4,0,0
0,3,5,3,165.95
0,3,1,4,271.75
0,3,2,1,37.27
0,3,3,0,0
0,3,4,3,556.34
0,3,5,3,257.7
0,3,1,2,94.1
0,3,2,10,467.16
0,3,3,0,0
0,3,4,5,717.31
0,3,5,1,63.48
0,3,1,1,54.72
0,3,2,6,269.19
0,3,3,0,0
0,3,4,1,119.93
0,3,5,5,377.68
0,3,1,5,409.95
0,3,2,9,712.26
0,3,3,3,287.92
0,3,4,5,548.12
0,3,5,0,0
0,3,1,2,130.61
0,3,2,1,61.68
0,3,3,1,129.97
0,3,4,2,328.67
0,3,5,3,179.02
0,3,1,3,189.08
0,3,2,9,706.91
0,3,3,1,99.61
0,3,4,2,324.58
0,3,5,0,0
0,3,1,0,0
0,3,2,7,220.6
0,3,3,0,0
0,3,4,3,550.69
0,3,5,4,383.69
0,3,1,4,305.2
0,3,2,2,118.05
0,3,3,2,220.43
0,3,4,1,121.24
0,3,5,6,360.1
0,3,1,0,0
0,3,2,8,515.71
0,3,3,1,81.66
0,3,4,1,107.26
0,3,5,1,72.2
0,3,1,5,375.98
0,3,2,7,427.1
0,3,3,3,392.32
0,3,4,3,611.84
0,3,5,1,64.72
0,3,1,2,128.54
0,3,2,6,300.86
0,3,3,0,0
0,3,4,1,138.14
0,3,5,6,486.51
0,3,1,2,113.36
0,3,2,9,485.98
0,3,3,2,145.38
0,3,4,2,354.68
0,3,5,6,461.84
0,3,1,5,290.59
0,3,2,6,362.11
0,3,3,0,0
0,3,4,2,260.06
0,3,5,4,297.78
0,2,1,1,71.37
0,2,2,0,0
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,1,62.22
0,2,2,9,334.26
0,2,3,1,95.01
0,2,4,2,342.01
0,2,5,0,0
0,2,1,1,82.47
0,2,2,4,286.3
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,0,0
0,2,2,6,416.69
0,2,3,0,0
0,2,4,1,131.89
0,2,5,0,0
0,2,1,1,69.92
0,2,2,4,237.29
0,2,3,0,0
0,2,4,3,393.15
0,2,5,1,92.11
0,2,1,0,0
0,2,2,2,153.61
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,4,304.3
0,2,2,0,0
0,2,3,0,0
0,2,4,2,392.49
0,2,5,0,0
0,2,1,0,0
0,2,2,0,0
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,0,0
0,2,2,2,155.89
0,2,3,0,0
0,2,4,0,0
0,2,5,2,181.89
0,2,1,0,0
0,2,2,2,159.34
0,2,3,0,0
0,2,4,2,285.16
0,2,5,0,0
0,2,1,0,0
0,2,2,6,338.65
0,2,3,0,0
0,2,4,1,182.63
0,2,5,0,0
0,2,1,0,0
0,2,2,4,154.48
0,2,3,1,131.55
0,2,4,3,423.28
0,2,5,0,0
0,2,1,0,0
0,2,2,1,51.32
0,2,3,0,0
0,2,4,1,140.69
0,2,5,4,260.75
0,2,1,0,0
0,2,2,0,0
0,2,3,2,250
0,2,4,0,0
0,2,5,0,0
0,2,1,0,0
0,2,2,3,145.82
0,2,3,0,0
0,2,4,2,241.4
0,2,5,1,103.04
0,2,1,0,0
0,2,2,3,146.94
0,2,3,0,0
0,2,4,3,496.25
0,2,5,0,0
0,2,1,0,0
0,2,2,0,0
0,2,3,1,125.56
0,2,4,3,404.18
0,2,5,0,0
0,2,1,0,0
0,2,2,0,0
0,2,3,0,0
0,2,4,2,267.54
0,2,5,2,202
0,2,1,0,0
0,2,2,3,172.7
0,2,3,3,431.95
0,2,4,1,114.96
0,2,5,0,0
0,2,1,0,0
0,2,2,0,0
0,2,3,1,91.78
0,2,4,2,345.68
0,2,5,0,0
0,2,1,0,0
0,2,2,4,322.1
0,2,3,0,0
0,2,4,0,0
0,2,5,0,0
0,2,1,2,157.11
0,2,2,0,0
0,2,3,1,54.41
0,2,4,2,261.52
0,2,5,0,0
0,2,1,0,0
0,2,2,2,98.48
0,2,3,0,0
0,2,4,2,268.89
0,2,5,0,0
0,2,1,0,0
0,2,2,7,211.65
0,2,3,0,0
0,2,4,1,155.42
0,2,5,0,0
1,2,1,0,0
1,2,2,2,153.16
1,2,3,2,173.84
1,2,4,1,141.54
1,2,5,5,507.09
1,2,1,1,73.22
1,2,2,0,0
1,2,3,3,337.94
1,2,4,2,311.69
1,2,5,2,126.4
1,2,1,2,181.03
1,2,2,0,0
1,2,3,0,0
1,2,4,2,386.7
1,2,5,2,129.66
1,2,1,0,0
1,2,2,5,201.06
1,2,3,5,298.6
1,2,4,2,219.4
1,2,5,1,81.09
1,2,1,5,331.43
1,2,2,2,58.27
1,2,3,3,392.07
1,2,4,3,411.86
1,2,5,2,135.42
1,2,1,5,380.78
1,2,2,5,163.32
1,2,3,1,102.47
1,2,4,1,187.44
1,2,5,8,493.55
1,2,1,5,526.88
1,2,2,0,0
1,2,3,0,0
1,2,4,3,612.35
1,2,5,2,138.35
1,2,1,5,381.77
1,2,2,1,77.11
1,2,3,4,443.29
1,2,4,1,137.94
1,2,5,6,447.88
1,2,1,3,247.32
1,2,2,8,467.14
1,2,3,3,183.93
1,2,4,1,122.78
1,2,5,6,607.18
1,2,1,1,65.53
1,2,2,2,168.11
1,2,3,3,386.76
1,2,4,2,404.12
1,2,5,0,0
1,2,1,4,274.61
1,2,2,3,207.96
1,2,3,4,576.91
1,2,4,1,130.43
1,2,5,2,172.69
1,2,1,4,303.93
1,2,2,8,605.04
1,2,3,1,56.6
1,2,4,2,297.05
1,2,5,3,308.78
1,2,1,1,121.83
1,2,2,3,223.89
1,2,3,0,0
1,2,4,3,538.46
1,2,5,2,147.53
1,2,1,3,285.21
1,2,2,2,95.02
1,2,3,2,207.32
1,2,4,1,170.51
1,2,5,5,303
1,2,1,4,305.57
1,2,2,2,125.81
1,2,3,0,0
1,2,4,0,0
1,2,5,1,75.21
1,2,1,3,205.86
1,2,2,2,135.51
1,2,3,3,281.82
1,2,4,3,377.72
1,2,5,3,283.47
1,2,1,0,0
1,2,2,6,464.53
1,2,3,3,230.29
1,2,4,3,420.13
1,2,5,5,336.57
1,2,1,5,368.55
1,2,2,5,405.37
1,2,3,0,0
1,2,4,0,0
1,2,5,2,176.88
1,2,1,4,418.73
1,2,2,0,0
1,2,3,2,153.8
1,2,4,1,194.13
1,2,5,1,83.79
1,2,1,4,304.57
1,2,2,9,489.85
1,2,3,1,92.39
1,2,4,1,119.35
1,2,5,0,0
1,2,1,3,260.35
1,2,2,10,378.23
1,2,3,2,146.3
1,2,4,1,186.74
1,2,5,6,586.68
1,2,1,5,384.84
1,2,2,4,210.89
1,2,3,6,759.22
1,2,4,0,0
1,2,5,3,250.05
1,2,1,0,0
1,2,2,1,84.19
1,2,3,2,150.99
1,2,4,3,550.87
1,2,5,6,461.43
1,2,1,4,404.19
1,2,2,0,0
1,2,3,5,343.19
1,2,4,1,196.81
1,2,5,6,443.61
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,173.09
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,170.63
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,189.53
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,2,153.49
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,1,50.43
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,132.45
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,130.59
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,0,0
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,135.45
0,5,5,0,0
0,5,1,0,0
0,5,2,0,0
0,5,3,0,0
0,5,4,1,196.85
0,5,5,0,0
1,4,1,1,61.28
1,4,2,2,142.92
1,4,3,1,124.4
1,4,4,0,0
1,4,5,0,0
1,4,1,5,299.11
1,4,2,3,154.8
1,4,3,4,385.07
1,4,4,0,0
1,4,5,4,250.48
1,4,1,3,194.75
1,4,2,10,415.98
1,4,3,0,0
1,4,4,1,123.37
1,4,5,4,324.42
1,4,1,0,0
1,4,2,6,338.11
1,4,3,1,144.37
1,4,4,0,0
1,4,5,3,267.65
1,4,1,0,0
1,4,2,0,0
1,4,3,1,125.22
1,4,4,2,364.01
1,4,5,4,326.52
1,4,1,4,288.17
1,4,2,6,155.01
1,4,3,1,126.08
1,4,4,1,103.28
1,4,5,0,0
1,4,1,0,0
1,4,2,4,182.14
1,4,3,2,288.95
1,4,4,1,169.66
1,4,5,1,101.34
1,4,1,1,52.61
1,4,2,9,590.88
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,3,251.45
1,4,2,7,269.73
1,4,3,1,63.26
1,4,4,0,0
1,4,5,4,271.81
1,4,1,3,167.21
1,4,2,1,76.92
1,4,3,4,417.12
1,4,4,0,0
1,4,5,0,0
1,4,1,1,79.81
1,4,2,6,484.22
1,4,3,0,0
1,4,4,1,150.49
1,4,5,6,404.48
1,4,1,2,118.55
1,4,2,6,357.34
1,4,3,1,70.39
1,4,4,1,183.17
1,4,5,4,392.26
1,4,1,3,215.13
1,4,2,5,222.32
1,4,3,1,101.69
1,4,4,2,315.66
1,4,5,4,314.95
1,4,1,2,135.36
1,4,2,2,91.11
1,4,3,2,227.33
1,4,4,0,0
1,4,5,0,0
1,4,1,2,121.22
1,4,2,6,317.16
1,4,3,3,376
1,4,4,0,0
1,4,5,3,159.78
1,4,1,1,48.41
1,4,2,2,131.17
1,4,3,1,55.29
1,4,4,1,138.31
1,4,5,3,213.17
1,4,1,1,67.63
1,4,2,10,631.57
1,4,3,1,98.42
1,4,4,0,0
1,4,5,4,235.35
1,4,1,2,159.55
1,4,2,2,139.65
1,4,3,2,147.89
1,4,4,0,0
1,4,5,0,0
1,4,1,2,134.55
1,4,2,3,144.26
1,4,3,1,91.68
1,4,4,0,0
1,4,5,5,442.89
1,4,1,1,82.1
1,4,2,2,61.86
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,2,152.09
1,4,2,7,380.79
1,4,3,3,184.71
1,4,4,0,0
1,4,5,0,0
1,4,1,2,108.88
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,1,66.58
1,4,1,2,158.28
1,4,2,0,0
1,4,3,3,326.3
1,4,4,0,0
1,4,5,1,86.19
1,4,1,5,400.59
1,4,2,9,458.71
1,4,3,0,0
1,4,4,0,0
1,4,5,1,98.09
0,2,1,1,84.1
0,2,2,9,327.93
0,2,3,1,138.36
0,2,4,2,361.81
0,2,5,6,326.29
0,2,1,2,134.63
0,2,2,0,0
0,2,3,0,0
0,2,4,2,266.08
0,2,5,0,0
0,2,1,3,179.63
0,2,2,1,44.76
0,2,3,0,0
0,2,4,2,325.15
0,2,5,1,87.51
0,2,1,2,98.79
0,2,2,8,667.9
0,2,3,0,0
0,2,4,1,130.52
0,2,5,6,380.49
0,2,1,0,0
0,2,2,1,81.54
0,2,3,0,0
0,2,4,3,584.23
0,2,5,7,531.51
0,2,1,4,190.21
0,2,2,0,0
0,2,3,1,65.24
0,2,4,0,0
0,2,5,3,222.96
0,2,1,1,81.03
0,2,2,7,378.11
0,2,3,0,0
0,2,4,0,0
0,2,5,4,323.96
0,2,1,0,0
0,2,2,9,375.7
0,2,3,1,117.88
0,2,4,1,178.5
0,2,5,2,105.33
0,2,1,0,0
0,2,2,2,64.97
0,2,3,0,0
0,2,4,2,288.21
0,2,5,6,393.34
0,2,1,1,76.12
0,2,2,11,458.67
0,2,3,0,0
0,2,4,1,153.41
0,2,5,1,71.04
0,2,1,0,0
0,2,2,3,108.91
0,2,3,0,0
0,2,4,0,0
0,2,5,6,548.82
0,2,1,0,0
0,2,2,9,382.13
0,2,3,0,0
0,2,4,1,150.86
0,2,5,5,283.51
0,2,1,3,210.54
0,2,2,3,259.28
0,2,3,0,0
0,2,4,1,189.53
0,2,5,2,145.53
0,2,1,3,167.17
0,2,2,0,0
0,2,3,0,0
0,2,4,0,0
0,2,5,3,207.2
0,2,1,1,65.7
0,2,2,10,908.34
0,2,3,0,0
0,2,4,1,195.84
0,2,5,3,164.75
0,2,1,2,131.1
0,2,2,10,434.53
0,2,3,0,0
0,2,4,2,361.84
0,2,5,1,75.5
0,2,1,4,311.65
0,2,2,4,313.77
0,2,3,0,0
0,2,4,0,0
0,2,5,6,403.98
0,2,1,1,44.97
0,2,2,2,142.09
0,2,3,0,0
0,2,4,3,317.41
0,2,5,3,219.9
0,2,1,0,0
0,2,2,7,343.42
0,2,3,1,77.52
0,2,4,1,170.23
0,2,5,8,557.47
0,2,1,1,52.69
0,2,2,2,58.84
0,2,3,0,0
0,2,4,1,167.88
0,2,5,2,165.76
0,2,1,0,0
0,2,2,10,505.11
0,2,3,1,61.42
0,2,4,0,0
0,2,5,4,244.15
0,2,1,0,0
0,2,2,6,317.57
0,2,3,0,0
0,2,4,0,0
0,2,5,3,204.69
0,2,1,0,0
0,2,2,4,279.73
0,2,3,0,0
0,2,4,0,0
0,2,5,5,286.99
0,2,1,3,177.37
0,2,2,0,0
0,2,3,1,130.66
0,2,4,1,110.64
0,2,5,0,0
1,3,1,0,0
1,3,2,1,83.92
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,8,474.94
1,3,3,0,0
1,3,4,2,314.64
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,3,464.19
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,1,182.93
1,3,5,3,265.43
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,0,0
1,3,5,1,97.93
1,3,1,0,0
1,3,2,2,87.38
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,1,163.51
1,3,5,3,271.47
1,3,1,3,176.24
1,3,2,2,154
1,3,3,0,0
1,3,4,0,0
1,3,5,1,95.12
1,3,1,0,0
1,3,2,1,34.06
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,1,34.06
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,1,139.96
1,3,5,0,0
1,3,1,1,59.47
1,3,2,5,195.68
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,1,62.45
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,1,48.02
1,3,3,0,0
1,3,4,0,0
1,3,5,1,58.66
1,3,1,0,0
1,3,2,1,37.75
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,3,134.06
1,3,2,2,145.78
1,3,3,1,111.2
1,3,4,1,135.1
1,3,5,1,99.26
1,3,1,2,164.71
1,3,2,1,22.19
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,1,48.76
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,1,80.59
1,3,2,0,0
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,1,62.14
1,3,2,0,0
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,6,244.97
1,3,3,0,0
1,3,4,2,388.55
1,3,5,0,0
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,0,0
1,3,5,1,88.66
1,1,1,5,363.49
1,1,2,8,465.07
1,1,3,0,0
1,1,4,2,240.29
1,1,5,6,545.66
1,1,1,5,433.59
1,1,2,7,428.39
1,1,3,1,56.66
1,1,4,1,150.38
1,1,5,2,190.9
1,1,1,5,418.49
1,1,2,10,903.7
1,1,3,0,0
1,1,4,2,377.12
1,1,5,1,71.37
1,1,1,2,132.81
1,1,2,9,745.77
1,1,3,1,144.58
1,1,4,3,532.41
1,1,5,6,546.73
1,1,1,1,63.6
1,1,2,13,916.21
1,1,3,5,423.05
1,1,4,0,0
1,1,5,7,688.61
1,1,1,3,180.75
1,1,2,10,819.59
1,1,3,2,203.1
1,1,4,5,878.23
1,1,5,4,323.53
1,1,1,1,84
1,1,2,4,272.33
1,1,3,4,242.85
1,1,4,1,113.98
1,1,5,6,584.65
1,1,1,1,67.11
1,1,2,9,330.56
1,1,3,2,251.45
1,1,4,2,341.88
1,1,5,5,515.21
1,1,1,2,152.69
1,1,2,3,232.67
1,1,3,3,479.18
1,1,4,2,375.35
1,1,5,6,354.67
1,1,1,1,86.64
1,1,2,8,651.72
1,1,3,1,124.09
1,1,4,2,258.11
1,1,5,1,89.85
1,1,1,2,215.09
1,1,2,11,515.25
1,1,3,1,78.22
1,1,4,1,122.08
1,1,5,8,745
1,1,1,0,0
1,1,2,4,301.53
1,1,3,0,0
1,1,4,2,332.93
1,1,5,6,469.81
1,1,1,2,197.04
1,1,2,9,658.77
1,1,3,1,117.91
1,1,4,3,553.68
1,1,5,6,428.3
1,1,1,2,118.9
1,1,2,9,742.75
1,1,3,1,63.93
1,1,4,5,793.13
1,1,5,2,195.86
1,1,1,4,343.14
1,1,2,9,572.78
1,1,3,1,101.26
1,1,4,2,239.76
1,1,5,6,378.04
1,1,1,5,338.36
1,1,2,7,618.71
1,1,3,1,84.91
1,1,4,0,0
1,1,5,2,154.62
1,1,1,3,266.95
1,1,2,5,269.82
1,1,3,5,411.72
1,1,4,1,177.52
1,1,5,4,389.55
1,1,1,2,116.76
1,1,2,9,416.75
1,1,3,4,452.7
1,1,4,5,633.96
1,1,5,1,55.04
1,1,1,1,61.07
1,1,2,4,270.08
1,1,3,5,604.44
1,1,4,0,0
1,1,5,6,511.59
1,1,1,2,129.83
1,1,2,9,738.57
1,1,3,1,107.66
1,1,4,2,330.02
1,1,5,3,171.96
1,1,1,2,132.66
1,1,2,8,591.31
1,1,3,4,366.1
1,1,4,0,0
1,1,5,5,514.12
1,1,1,3,224.22
1,1,2,9,587.7
1,1,3,2,246.38
1,1,4,1,202.29
1,1,5,4,408.61
1,1,1,3,290.16
1,1,2,9,754.99
1,1,3,5,614.74
1,1,4,0,0
1,1,5,4,385.75
1,1,1,3,269.22
1,1,2,10,806.82
1,1,3,4,299.19
1,1,4,1,167.98
1,1,5,7,713.58
1,2,1,0,0
1,2,2,3,246.59
1,2,3,0,0
1,2,4,1,182.7
1,2,5,6,455.21
1,2,1,0,0
1,2,2,8,333.95
1,2,3,0,0
1,2,4,3,443.63
1,2,5,5,494.99
1,2,1,0,0
1,2,2,0,0
1,2,3,0,0
1,2,4,0,0
1,2,5,4,356.41
1,2,1,0,0
1,2,2,1,64.48
1,2,3,0,0
1,2,4,1,151.58
1,2,5,5,342.29
1,2,1,0,0
1,2,2,9,451.9
1,2,3,0,0
1,2,4,1,158.33
1,2,5,4,335.58
1,2,1,1,51.98
1,2,2,1,46.47
1,2,3,0,0
1,2,4,0,0
1,2,5,5,347.62
1,2,1,0,0
1,2,2,7,518.62
1,2,3,0,0
1,2,4,4,791.65
1,2,5,1,96.68
1,2,1,3,167.74
1,2,2,6,347.44
1,2,3,0,0
1,2,4,1,113.95
1,2,5,1,81.43
1,2,1,0,0
1,2,2,3,131.32
1,2,3,0,0
1,2,4,0,0
1,2,5,1,68.92
1,2,1,0,0
1,2,2,7,477.54
1,2,3,0,0
1,2,4,1,166.82
1,2,5,5,269.8
1,2,1,1,60.4
1,2,2,3,208.18
1,2,3,0,0
1,2,4,2,387.36
1,2,5,0,0
1,2,1,0,0
1,2,2,4,262.31
1,2,3,0,0
1,2,4,3,384.7
1,2,5,3,154.23
1,2,1,0,0
1,2,2,0,0
1,2,3,0,0
1,2,4,0,0
1,2,5,7,624.22
1,2,1,0,0
1,2,2,7,227.09
1,2,3,0,0
1,2,4,0,0
1,2,5,3,271.12
1,2,1,2,105.5
1,2,2,9,537.62
1,2,3,0,0
1,2,4,2,228.4
1,2,5,7,670.64
1,2,1,2,106.09
1,2,2,1,30.25
1,2,3,0,0
1,2,4,2,246.23
1,2,5,1,84.02
1,2,1,0,0
1,2,2,6,246.14
1,2,3,0,0
1,2,4,1,106.4
1,2,5,4,401.36
1,2,1,3,161.94
1,2,2,1,64.25
1,2,3,0,0
1,2,4,0,0
1,2,5,4,388
1,2,1,1,62.39
1,2,2,7,591.45
1,2,3,0,0
1,2,4,1,145.34
1,2,5,6,414.74
1,2,1,0,0
1,2,2,6,306.95
1,2,3,0,0
1,2,4,0,0
1,2,5,1,96.38
1,2,1,2,89.27
1,2,2,5,373.75
1,2,3,0,0
1,2,4,3,409.46
1,2,5,3,252.42
1,2,1,1,50.64
1,2,2,9,266.12
1,2,3,0,0
1,2,4,2,339.87
1,2,5,1,83.16
1,2,1,2,131.41
1,2,2,9,714.19
1,2,3,0,0
1,2,4,0,0
1,2,5,9,896.67
1,2,1,0,0
1,2,2,1,69.48
1,2,3,0,0
1,2,4,0,0
1,2,5,0,0
0,2,1,4,306.56
0,2,2,9,507.21
0,2,3,1,128.31
0,2,4,1,207.27
0,2,5,2,138.35
0,2,1,4,205.23
0,2,2,7,589.19
0,2,3,1,143.14
0,2,4,3,410.81
0,2,5,2,202.95
0,2,1,4,344.75
0,2,2,9,471.36
0,2,3,4,574.9
0,2,4,5,604.83
0,2,5,2,177.28
0,2,1,5,281.94
0,2,2,6,440.36
0,2,3,1,118.44
0,2,4,4,444.46
0,2,5,2,185.72
